"subjid","rownum","submitdate","dimension","run","counterbalance","introcheck","introrating","introtiming","rating1","timing1","q1seen","q1comments","city","country","gender","age","thoughts","playtiming","playrating"
"FSF_r5b_ph_0","609","2013-12-01 18:18","ph","5","b","getit","10","timing:","0!PAUSE!PLAY!PAUSE!PLAY!0!1!2!3!4!5!6!7!8!9!8!7!6!5!4!5!6!7!8!9!8!7!8!7!6!7!8!7!6!5!4!3!2!3!4!5!6!7!8!7!6!5!6!7!8!7!8!7!6!5!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!7!6!5!4!3!2!3!4!5!4!5!6!5!4!3!4!5!6!7!8!7!6!5!4!PAUSE!PLAY!3!4!5!6!7!6!5!4!3!2!1!0!0!0!0!0!0!0!1!2!3!4!5!6!7!8!9!10!9!8!9!10!9!8!7!6!5!6!5!4!3!4!3!2!3!4!5!6!7!8!7!6!5!6!7!6!5!4!3!2!1!0!0!0!0!0!0!1!2!3!4!3!4!5!6!7!8!7!8!9!8!7!6!5!6!7!8!7!6!5!4!3!2!3!2!1!0!1!2!3!4!PAUSE!PLAY!5!6!5","0!1.59!1.5899!2.65!-16.07!-15.81!-8.08!-6.88!-6.53!-6.33!-6.16!-5.94!-5.74!-5.36!-4.79!-0.76!-0.4!-0.14!0.27!2.75!7.24!8.04!10.1!11.53!14.08!23.14!24.98!31.54!32.69!34.06!37.01!37.89!44.7!44.95!45.31!45.76!46.09!46.81!55.51!56.5!56.73!59.65!62.27!67.04!67.65!67.93!71.6!86.15!87.4!88.91!91.21!96.9!105.63!106.02!106.34!106.6!108.47!112.5!112.7!112.94!113.12!113.34!114.12!114.37!114.42!114.45!114.48!114.51!114.54!114.57!114.61!114.64!114.67!128.54!128.97!129.99!130.28!130.56!131.27!139!139.63!147.38!147.58!148.19!148.57!148.94!150.5!152.25!154.71!155.35!156.24!156.99!157.43!167.6!169.61!170.36!171.19!172.76!181.08!193.78!194.14!198.13!198.41!198.93!204.12!211.16!160.41!164.51!165.05!166.5!171.79!172.99!188.9!189.08!190.4!190.65!190.68!190.73!190.76!190.79!190.82!190.85!190.89!190.92!209.11!209.31!209.48!209.78!210.04!210.37!211.6!211.82!212.2!213.01!213.29!215.72!216.11!216.84!217.03!228.67!228.9!229.57!229.78!230!232.51!237.84!238.09!247.27!268.45!269.17!269.42!284.66!288.01!288.47!292.6","seen!!0!!0!!0","I think this was Breakfast at Tiffany's!!0!!0!!0","NULL","NULL","Male","23","Thanks!","timing:","10"
"FSF_r4b_me_0","610","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r5b_so_0","611","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r5b_so_0","612","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r4b_sc_0","613","2013-12-01 18:36","sc","4","b","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8","0!!35.543!!35.763!!35.950!!36.309!!36.542!!36.791!!37.369!!37.868!!39.210!!40.677!!41.284!!41.815!!42.142!!42.376!!42.657!!42.876!!43.375!!43.406!!43.437!!43.468!!43.500!!43.531!!44!!44.421!!45.013!!45.294!!45.606!!46.386!!46.901!!47.290!!47.665!!48.273!!55.418!!55.839","0!1!2!3!4!5!4!3!4!5!6!5!4!3!2!3!4!5!4!3!2!1!0!1!2!1!0!1!0!1!2!3!4!5!6!7!8!9!10!10!10!10!10!10!10!10!10!9!8!7!6!5!4!3!2!1!0!0!0!0!0!0!0!1!2!1!2!1!2!1!0!1!0!1!2!1!2!1!2!1!0!1!0!1!2!3!4!5!4!3!2!1!0!0!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!4!5!6!7!8!9!10!10!10!10!10!10!9!8!7!6!5!4!3!2!1!0!0!0!0!0!1!2!3!4!5!6!7!8!7!8!9!10!9!8!9!10!9!8!7!8!9!10!9!8!7!6!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!2!3!4!5!4!3!2!1!0!1!2!3!4!5!4!3!2!1!2!3!4!3!2!1!2!1!0!1!0!1!2!3!4!5!6!5!4!3!4!5!6!7!6!5!4!3","0!15.4!15.65!15.85!16.05!16.27!19.36!19.64!22.81!29.03!29.56!29.75!30.06!30.3!30.51!30.86!31.11!36.35!36.72!37.08!37.44!38!38.36!39.81!41.67!43.01!43.43!64.06!67.94!80.78!139.45!139.95!139.98!140.01!140.04!140.09!140.12!140.15!140.18!140.21!140.24!140.28!140.31!140.35!140.38!140.42!140.45!141.26!141.76!141.79!141.82!141.85!141.88!141.93!141.96!141.99!142.03!142.06!142.09!142.12!142.15!142.2!142.23!146.42!150.53!153.49!163.04!164.04!166.11!171.23!177.94!181.98!188.01!198.67!200.4!211.5!214.56!221.08!226.64!231.16!233.22!238.24!250.3!259.79!266.29!266.59!266.82!267.04!268.37!268.62!269.12!269.15!269.18!269.21!269.24!339.52!339.82!340.13!340.49!340.77!341.06!341.33!341.69!342.89!346.46!380.74!381.15!381.56!381.91!382.19!382.91!383.44!389.89!390.38!390.42!390.45!390.48!390.51!390.56!390.59!390.62!390.65!390.68!390.71!393.32!393.62!393.91!395.52!396.02!396.05!396.08!396.11!396.14!396.19!396.22!396.25!396.28!396.31!399.92!400.35!400.65!400.93!401.26!401.56!401.94!402.93!404.55!410.26!410.99!0.92!542.93!545.21!546.41!549.34!552.51!561.68!563.4!567.15!567.68!568.24!568.9!569.35!569.8!570.25!570.69!571.95!573.72!574.11!591.89!592.92!595.37!598.12!599!599.58!605.84!606.96!607.88!613.28!614.42!616.09!619.25!622.76!623.33!624.04!624.57","0!!0!!0!!seen","0!!0!!0!!0","NULL","USA","Female","53"," ","0!!5.8040!!6.2720!!6.4739!!7.3010!!7.5039!!7.6760!!8.1749!!8.2060!!8.2369!!8.2680!!8.2999!!8.3459!!8.3780!!12.542!!12.761!!12.949!!13.167!!13.354!!16.427!!16.661!!16.911!!19.016!!19.516!!19.546!!19.57","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!10!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0"
"FSF_r4a_fa_0","614","NULL","fa","4","a","getit","0!!1!!2!!3!!4!!5!!6!!5!!4!!3!!2!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!10","0!!37.341!!37.909!!38.206!!38.468!!38.746!!39.812!!41.098!!41.378!!41.690!!42.680!!42.986!!43.439!!43.690!!44.018!!44.693!!45.166!!45.584!!46.253!!46.798!!47.427!!53.440!!54.950!!55.450!!55.485!!55.519!!55.557!!55.595!!55.626!!55.661!!72.157!!72.485!!72.718!!72.959!!73.246!!73.468!!73.720!!73.957!!74.173!!74.450!!76.067","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!27.680!!27.927!!28.148!!28.355!!28.552!!28.848!!29.377!!30.324!!30.551!!30.738!!32.969!!33.467!!33.502!!33.536!!33.572!!33.608!!33.644!!33.679!!33.713!!33.749!!33.784!!33.819!!33.854!!33.890!!49.93","0!!1!!2!!3!!4!!5!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0!!0!!0!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!10!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!"
"FSF_r4a_ph_0","615","2013-12-01 18:50","ph","4","a","getit","0!!1!!2!!3!!4!!5!!6!!5!!4!!5!!6!!5!!4","0!!10.092!!10.243!!10.407!!10.559!!10.711!!10.853!!11.591!!11.740!!35.285!!35.457!!35.739!!35.914","0!PAUSE!PLAY!1!2!3!4!5!6!7!8!9!10!PAUSE!PLAY!PAUSE!PLAY!9!8!7!6!5!4!3!2!1!0!PAUSE!PLAY!1!2!3!4!5!6!7!8!PAUSE!PLAY!7!6!5!4!3!2!1!0!PAUSE!PLAY!1!2!3!4!5!6!7!8!9!10!PLAY!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!PAUSE!PLAY!8!PAUSE!PLAY!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8","0!1.76!1.7590!15.42!15.73!16.62!16.9!17.18!17.44!17.64!17.86!18.24!18.88!29.69!23.018!102.61!77.068!232.63!232.8!232.95!233.07!233.2!234.03!234.16!234.3!234.42!234.56!245.09!138.54!140.45!140.67!140.87!141.04!141.23!141.39!141.55!142.03!156.12!-72.58!23.16!24.33!24.81!24.86!24.89!24.92!24.95!24.99!37.15!-430.6!-422.1!-421.9!-421.7!-421.5!-421.4!-421.2!-421.0!-420.9!-420.7!-420.5!-920.6!-917.2!-917.1!-915.5!-915.0!-915!-914.9!-914.9!-914.9!-914.8!-914.8!-887.9!-887.4!-887.4!-887.2!-886.9!-886.7!-886.6!-886.4!-776.8!-776.6!-775.4!-774.9!-774.9!-774.8!-774.8!-774.8!-774.7!-774.7!-774.5!-774.4!-768.0!-767.7!-767.5!-766.9!-766.7!-766.5!-766.3!-762.1!-2342.!-2335.!-2311.!-5491.!-5409.!-5409.!-5408.!-5408!-5407.!-5407.!-5407.!-5407.!-5402.!-5402.!-5402.!-5402.!-5401.!-5401.!-5401.!-5400.!-5282.!-5281.!-5280.!-5280.!-5280.!-5280.!-5280.!-5280.!-5275.!-5274.!-5274.!-5274.!-5273.!-5273.!-5273.!-5273.","seen!!0!!0!!0","Some sort of woods scene, people starting a fire too. Looks like the Revolution TV series. !!Some movie/TV series with Christopher Lambert, and it takes place in someone's home. A child is present. !!Old time movie, with Bing Crosby i think. Has a tiger in it, too. !!Old time movie, perhaps 1930s or 1940s, with a beach setting. ","Lexington","United States of America","Male","26","No complaints, thank you for the study! ","0!!73.842!!73.978!!74.118!!74.263!!74.394!!80.680!!80.839!!82.026!!82.394!!82.532!!82.680!!82.825!!82.963!!83.138!!86.595!!86.825!!87.013!!87.197!!87.388!!89.809!!90.059!!90.247!!90.450!!90.809!!93.02","0!!1!!2!!3!!4!!5!!4!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!2!!1!!2!!3!!4!!5!!6!!7!!6!!5!!4"
"FSF_r4b_ph_0","616","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r4b_so_0","617","2013-12-01 19:05","so","4","b","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0","0!!22.369!!22.899!!23.165!!23.368!!23.555!!23.711!!23.898!!24.116!!25.473!!27.595!!28.937!!29.280!!29.639!!30.013!!30.247!!30.481!!30.731!!30.950!!31.136!!31.589!!32.353!!32.556!!32.899!!33.134!!33.539!!34.101!!34.912!!35.099!!35.270!!35.552!!36.348!!42.540!!42.805!!42.977!!43.195!!43.414!!43.835!!44.069!!44.287!!44.490!!44.819","0!PAUSE!PLAY!1!2!3!4!5!6!7!8!9!8!9!10!9!8!7!6!5!4!5!6!7!8!9!10!9!8!9!10!9!8!9!10!9!8!7!8!9!10!9!8!7!6!5!4!3!2!1!0!0!0!0!1!2!3!4!5!6!7!8!7!6!5!4!3!2!1!2!3!4!5!6!7!8!7!6!5!4!5!6!7!8!7!8!7!6!5!4!3!2!1!2!3!2!3!4!5!6!7!8!7!6!5!4!3!2!3!4!5!4!3!2!1!0!1!2!3!4!5!6!7!8!7!6!PAUSE!PLAY!5!4!3!4!5!6!7!8!7!6!5!6!7!8!9!10!9!8!9!8!7!6!5!4!3!2!1!0!1!2!1!2!3!2!3!4!3!4!5!6!7!8!7!6!5!4!3!2!1!0!1!2!3!4!5!4!3!2!1!0!1!2!1!0!1!0!1!2!3!4!5!6!PAUSE!PLAY!7!8!9!8!7!6!5!4!3!2!1","0!6.33!6.33!7.81!14.05!14.54!15.21!15.44!15.65!15.88!21.66!23.95!28.97!29.96!40.36!45.62!45.93!46.19!46.4!46.6!48.15!48.89!49.13!49.36!49.55!49.74!50.14!50.61!66.29!66.99!68.35!72.31!77.43!92.57!100.6!102.68!130.51!131.13!131.74!131.99!132.38!133.92!134.38!134.41!134.44!134.47!134.5!134.53!134.56!134.59!134.62!134.66!134.69!134.73!137.78!138.06!138.31!138.51!138.7!138.96!139.23!139.96!143.53!143.84!144.06!144.23!144.42!144.56!144.77!145.45!145.67!146.09!146.33!148.68!149.29!150.52!155.56!155.94!156.39!157.18!159.59!160.01!161.6!164.63!167.48!167.95!190.71!190.94!191.86!192.21!193.1!193.58!194.84!201.97!213.46!214.53!220.88!221.32!222.8!223.05!223.39!229.2!238.46!238.7!238.89!239.1!239.34!240.63!241.99!248.43!257.18!260.05!260.29!260.46!260.65!260.82!265.44!265.64!265.84!266.01!266.25!266.4!268.78!269.09!278.01!278.34!279.37!272.02!275.47!275.67!275.88!277.59!277.81!277.98!278.22!278.4!292.6!292.88!293.13!293.66!294.08!294.31!294.75!295.2!296.11!297.31!310.1!314.61!324.97!325.19!325.55!","0!!0!!0!!0","0!!0!!0!!0","NULL","NULL","Male","36"," ","0!!15.023!!16.707!!17.160!!17.190!!17.222!!17.269!!17.300!!17.331!!17.363!!17.394!!17.425!!17.456!!17.675!!21.371!!21.667!!21.933!!22.308!!22.604!!25.771!!26.052!!26.269!!27.315!!27.768!!27.799!!27.83","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!10!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0"
"FSF_r3b_so_0","618","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r5a_ph_0","619","NULL","ph","5","a","getit","0!!1!!2!!3!!4!!5!!6!!7!!6!!5!!4!!5!!6!!7!!6!!5","0!!39.486!!39.855!!40.078!!40.302!!40.495!!45.263!!45.990!!50.023!!50.255!!50.486!!50.766!!58.575!!58.879!!59.286!!59.535","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!12.569!!14.018!!14.289!!14.593!!14.824!!15.034!!15.281!!15.299!!15.537!!15.738!!18.065!!18.564!!18.651!!18.734!!18.815!!18.905!!19.065!!21.705!!21.898!!22.082!!22.241!!22.385!!24.633!!24.869!!25.04","0!!1!!2!!3!!2!!1!!0!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r4a_ob_0","620","2013-12-01 19:40","ob","4","a","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0","0!!35.333!!35.583!!35.848!!36.066!!36.286!!36.487!!37.361!!37.891!!38.141!!40.060!!40.342!!40.591!!40.825!!41.059!!41.277!!41.730!!44.101!!44.398!!44.677!!44.927!!45.193!!45.427!!45.661!!46.207!!46.769!!51.845!!52.095!!52.547!!53.141!!53.421!!54.029!!54.296!!54.545!!54.747!!55.168","0!1!2!3!4!5!6!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!4!3!2!1!0!0!1!0!1!2!3!2!1!0!1!2!3!4!3!2!1!0!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!10!10!10!10!9!8!7!6!5!4!3!2!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!10!10!10!10!10!10!9!8!7!6!5!4!3!2!1!0!0!0!0!0!0!1!0!1!2!3!4!3!2!1!0!1!2!3!4!3!2!1!0!1!2!3!4!5!6!7!8!7!6!5!4!3!2!1!0!0!0!0!0!0!1!2!3!4!5!6!7!8!9!10!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!4!3!2!1!0!0!0!1!2!3!4!5!6!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!9!10!10!9!8!7!6!5!4!3!2!1!0!0!0!1!2!3!4!5!6!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!0!0!0!1!2!3!4!3!2!1!0!0!0!0!0!0!0!0!0!0!1!2!3!4!5!4!3!2!1!2!3!4!5!6!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!6!5!4!3!2!1!0!0!1!2!3!4","0!15.29!15.59!15.83!16.07!16.3!16.54!16.79!19.81!20.06!20.28!20.48!20.72!20.94!21.12!34.73!35.02!35.28!35.55!35.78!36!36.23!37.09!39.71!39.96!40.18!40.41!40.66!40.87!41.12!41.3!44.56!44.81!45.05!45.26!45.5!45.72!45.94!46.15!46.95!47.31!49.45!49.69!49.9!50.13!50.35!50.57!50.79!51.01!51.22!51.46!60.1!60.37!60.62!60.85!61.12!62.05!62.32!62.53!62.77!63.02!63.25!69.59!70.3!81.18!81.44!81.69!82.05!82.36!82.6!121.49!121.78!122.09!123.43!124.79!125.1!125.36!125.63!125.91!131.76!132.02!132.27!132.52!132.76!132.99!133.24!133.48!133.71!133.94!135.13!135.38!135.61!135.85!136.05!136.31!136.53!136.78!137!137.42!139.93!140.46!140.76!141.24!141.81!143.71!144.96!145.28!148.2!150.46!151.07!151.31!151.54!151.76!151.99!152.2!152.43!152.68!152.88!153.34!206.45!206.93!206.96!207!207.03!207.06!207.09!207.14!207.17!207.2!207.23!207.26!207.29!207.32!207.98!208.48!208.51!208.54!208.57!208.62!208.65!208.68!216.25!217.61!217.91!218.16!218.4!218.64!218.89!219.12!219.34!219.62!226.1!227.84!228.23!228.53!228.78!229.5!337.88!337.91!341.93!342.43!342.46!342.5!342.53!342.56!342.59!342.62!342.67!342.7!342.75!345.37!345.88!345.9!345.93!345.96!345.99!346.02!346.07!346.1!346.13!362.95!363.45!363.48!363.51!363.54!364.74!365.23!365.26!365.29!365.32!365.37!365.4!368!368.5!368.53!368.56!368.61!368.64!369.73!370.22!370.25!370.31!370.36!370.4!370.45!373.38!373.88!373.91!373.95!373.99!374.02!374.05!374.09!374.12!374.15!374.18!374.87!375.35!375.38!375.41!375.44!375.49!375.52!375.55!375.58!375.62!375.65!375.68!385.51!385.75!385.99!386.39!386.64!386.88!387.31!388.35!388.61!388.83!389.06!389.28!389.51!389.75!398.73!399!399.24!399.46!399.7!399.92!400.18!401.24!401.52!401.87!403.66!404.16!404.19!404.22!404.25!404.28!404.31!404.35!404.38!404.42!404.46!404.49!404.52!408.09!408.4!408.65!408.93!409.81!410.31!410.34!410.37!410.4!410.43!410.46!410.49!410.52!410.57!410.6!410.63!410.66!412.75!413.27!413.28!413.32!413.35!417.68!418.18!418.21!418.25!420.8!421.3!421.34!421.37!421.4!424.1!426.28!426.78!426.83!426.86!426.89!426.92!426.95!431.62!431.91!432.15!432.39!432.6!432.83!433.05!437!437.5!437.53!437.56!437.61!437.64!437.67!437.7!510.63!510.89!511.14!511.39","0!!0!!0!!0","0!!0!!0!!0","NULL","United States","female","64"," I initially thought it was to assess how much time the clip was focused on objects vs people; however, the majority of the time was on people, so I have no clue. Thank you.","0!!30.888!!31.932!!32.213!!32.478!!32.743!!32.993!!33.243!!33.477!!33.711!!33.945!!36.675!!37.127!!39.269!!39.549!!39.815!!40.064!!40.314!!40.563!!40.782!!41.094","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r4b_ph_0","621","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r4b_fa_0","622","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r4a_so_0","623","2013-12-01 20:48","so","4","a","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10","0!!30.047!!30.25!!30.437!!30.608!!30.812!!31.015!!31.187!!31.358!!31.797!!36.922!!37.125!!37.375!!37.625!!38.733!!38.953!!39.453!!39.983!!40.422!!40.640!!40.822!!40.995!!41.370!!41.792!!42.183!!42.667!!43.417!!43.947!!44.495!!49.604!!50.088!!50.401!!50.588!!50.761!!50.963!!51.854!!52.072!!52.261!!52.447!!133.31!!133.43!!133.62!!134.10!!134.34!!134.57!!136.31!!137.01!!137.21!!137.35!!137.53","0!1!2!3!4!5!PAUSE!PLAY!4!3!2!1!0!1!2!3!2!1!0!1!2!1!PAUSE!PLAY!2!3!4!5!6!5!4!5!6!7!8!9!10!9!8!7!8!7!8!PAUSE!PLAY!7!6!5!6!7!6!PAUSE!PLAY!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!PAUSE!PLAY!7!6!5!6!5!4!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!4!5!6!5!6!7!8!9!10!9!8!7!6!5!4!3!2!3!2!PAUSE!PLAY!1!0!1!2!PAUSE!PLAY!1!2!1!0!1!2!3!PAUSE!PLAY!2!1!0!1!2!3!4!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!10!10!10!9!8!7!6!5!4!5!6!7!8!9!10!9!8!7!6!5!4!5!6!7!8!9!10!9!10!9!10!9!8!7!6!5!4!3!2!1!2!3!4!5!PAUSE!PLAY!PAUSE!PLAY!4!3!4!5!4!3!4!5!6!7!8!9!10!9!8!7!6!5!4!5!6!7!8!PAUSE!PLAY!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!5!6!5!6!7!6!5!4!3!2!1!0!1!2!3!2!3!4!5!6!7!8!9!8!9!10!9!10!9!8!9!8!9!8!9!8","0!11.39!12.36!12.61!14.56!15.56!26.8!26.796!29.86!31.03!35.23!35.52!35.72!37.28!37.53!41.89!44.02!44.56!45.08!45.7!46.23!49!52.64!-46.23!-39.78!-32.06!-31.82!-31.62!-31.26!-29.43!-29.09!-28.64!-23.1!-22.72!-21.22!-16.78!-7.97!-7.35!-3.21!-0.05!0.29!3.79!4.78!10.37!-201.7!-199.7!-193.1!-192.9!-186.0!-185.4!-182.4!-177.7!-645.8!-645.5!-645.4!-645.2!-645.1!-644.9!-644.7!-644.6!-639.5!-639.3!-639.2!-638.3!-638.1!-637.9!-637.8!-637.0!-628.6!-1594.!-1593.!-1593.!-1592.!-1592.!-1587.!-1587.!-1587.!-1586.!-1580.!-1571.!-1570.!-1569.!-1569.!-1569.!-1564.!-1564.!-1564.!-1563.!-1563.!-1563.!-1563.!-1562.!-1562.!-1550.!-1550.!-1544.!-1543.!-1542.!-1542.!-1541.!-1540.!-1540.!-1539.!-1539.!-1539.!-1539.!-1539.!-1539.!-1539.!-1536.!-1528.!-3572.!-3570.!-3570.!-3562.!-3562.!-3559.!-7686.!-7677.!-7676.!-7671.!-7671.!-7670.!-7668.!-7668.!-7666.!-16017!-16015!-16011!-16011!-16008!-16008!-16007!-16007!-16007!-16006!-16006!-16006!-16005!-16005!-16001!-16000!-16000!-16000!-16000!-16000!-16000!-16000!-16000!546!-66544!-13419!-13419!-13419!-13419!-13419!-13419!-13419!-13419!-13419!-13419!-13419!-13419!-13419!-13419!-13419!-13419!-13419!-13418!-13418!-13418!-13418!-13418!-13418!-13418!-13418!-13418!-13418!-13417!-13417!-13417!-13417!-13417!-13417!-13417!-13417!-13417!-13417!-13416!-13416!-13416!-13416!-13416!-13416!-13416!-13416!-13416!-13415!-13415!-13415!-13414!-13413!-13413!-13413!-13412!-13411!-13411!-13409!-13408!-13407!-13407!-13407","0!!0!!0!!0","0!!looked familiar but have never seen it!!0!!the male actor looked familiar","NULL","NULL","Female","36"," It was a little harder at times to decide on what level the interaction should be but overall it was fine. ","0!!13.970!!14.657!!14.938!!15.141!!15.313!!15.516!!15.704!!15.861!!16.048!!16.266!!18.220!!18.391!!18.563!!18.736!!18.923!!21.329!!21.532!!21.720!!24.391!!24.611!!24.766!!24.954!!25.111!!25.266!!25.42","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r4a_so_0","624","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
